person,noise_type,intensity,ok,similarity,extract_failed,probe_path
Amelia_Vega,rotation,15.00000000,0,0.99016595,0,Amelia_Vega/Amelia_Vega_0006.jpg
Amelia_Vega,rotation,20.00000000,0,0.98953307,0,Amelia_Vega/Amelia_Vega_0006.jpg
Amelia_Vega,blur,0.00000000,0,0.99329805,0,Amelia_Vega/Amelia_Vega_0006.jpg
Amelia_Vega,blur,1.00000000,0,0.99248874,0,Amelia_Vega/Amelia_Vega_0006.jpg
Amelia_Vega,blur,2.00000000,0,0.95341277,0,Amelia_Vega/Amelia_Vega_0006.jpg
Amelia_Vega,blur,3.00000000,0,0.87632263,0,Amelia_Vega/Amelia_Vega_0006.jpg
Amelia_Vega,blur,4.00000000,0,0.79632759,0,Amelia_Vega/Amelia_Vega_0006.jpg
Amelia_Vega,blur,5.00000000,0,0.70461267,0,Amelia_Vega/Amelia_Vega_0006.jpg
Amelia_Vega,occlusion,0.00000000,1,0.99879682,0,Amelia_Vega/Amelia_Vega_0006.jpg
Amelia_Vega,occlusion,0.10000000,0,0.18456355,0,Amelia_Vega/Amelia_Vega_0006.jpg
Amelia_Vega,occlusion,0.15000000,0,0.08961182,0,Amelia_Vega/Amelia_Vega_0006.jpg
Amelia_Vega,occlusion,0.20000000,0,nan,1,Amelia_Vega/Amelia_Vega_0006.jpg
Amelia_Vega,occlusion,0.25000000,0,nan,1,Amelia_Vega/Amelia_Vega_0006.jpg
Amelia_Vega,occlusion,0.30000000,0,nan,1,Amelia_Vega/Amelia_Vega_0006.jpg
Amelie_Mauresmo,gaussian,0.00000000,1,0.99999988,0,Amelie_Mauresmo/Amelie_Mauresmo_0006.jpg
Amelie_Mauresmo,gaussian,0.02000000,1,0.98444641,0,Amelie_Mauresmo/Amelie_Mauresmo_0006.jpg
Amelie_Mauresmo,gaussian,0.05000000,1,0.95848703,0,Amelie_Mauresmo/Amelie_Mauresmo_0006.jpg
Amelie_Mauresmo,gaussian,0.10000000,1,0.88503337,0,Amelie_Mauresmo/Amelie_Mauresmo_0006.jpg
Amelie_Mauresmo,gaussian,0.20000000,0,nan,1,Amelie_Mauresmo/Amelie_Mauresmo_0006.jpg
Amelie_Mauresmo,gaussian,0.30000000,0,nan,1,Amelie_Mauresmo/Amelie_Mauresmo_0006.jpg
Amelie_Mauresmo,brightness,1.00000000,1,0.99999988,0,Amelie_Mauresmo/Amelie_Mauresmo_0006.jpg
Amelie_Mauresmo,brightness,0.90000000,1,0.99953914,0,Amelie_Mauresmo/Amelie_Mauresmo_0006.jpg
Amelie_Mauresmo,brightness,0.80000000,1,0.99852496,0,Amelie_Mauresmo/Amelie_Mauresmo_0006.jpg
Amelie_Mauresmo,brightness,0.65000000,1,0.99618840,0,Amelie_Mauresmo/Amelie_Mauresmo_0006.jpg
Amelie_Mauresmo,brightness,0.50000000,1,0.99147195,0,Amelie_Mauresmo/Amelie_Mauresmo_0006.jpg
Amelie_Mauresmo,brightness,0.35000000,1,0.98204571,0,Amelie_Mauresmo/Amelie_Mauresmo_0006.jpg
Amelie_Mauresmo,rotation,0.00000000,1,0.99999988,0,Amelie_Mauresmo/Amelie_Mauresmo_0006.jpg
Amelie_Mauresmo,rotation,3.00000000,1,0.99807763,0,Amelie_Mauresmo/Amelie_Mauresmo_0006.jpg
Amelie_Mauresmo,rotation,6.00000000,1,0.99717706,0,Amelie_Mauresmo/Amelie_Mauresmo_0006.jpg
Amelie_Mauresmo,rotation,10.00000000,1,0.99505538,0,Amelie_Mauresmo/Amelie_Mauresmo_0006.jpg
Amelie_Mauresmo,rotation,15.00000000,1,0.99370891,0,Amelie_Mauresmo/Amelie_Mauresmo_0006.jpg
Amelie_Mauresmo,rotation,20.00000000,1,0.99172783,0,Amelie_Mauresmo/Amelie_Mauresmo_0006.jpg
Amelie_Mauresmo,blur,0.00000000,1,0.99667537,0,Amelie_Mauresmo/Amelie_Mauresmo_0006.jpg
Amelie_Mauresmo,blur,1.00000000,1,0.99617195,0,Amelie_Mauresmo/Amelie_Mauresmo_0006.jpg
Amelie_Mauresmo,blur,2.00000000,1,0.97228920,0,Amelie_Mauresmo/Amelie_Mauresmo_0006.jpg
Amelie_Mauresmo,blur,3.00000000,1,0.91029572,0,Amelie_Mauresmo/Amelie_Mauresmo_0006.jpg
Amelie_Mauresmo,blur,4.00000000,1,0.82931358,0,Amelie_Mauresmo/Amelie_Mauresmo_0006.jpg
Amelie_Mauresmo,blur,5.00000000,1,0.75524855,0,Amelie_Mauresmo/Amelie_Mauresmo_0006.jpg
Amelie_Mauresmo,occlusion,0.00000000,1,0.99934202,0,Amelie_Mauresmo/Amelie_Mauresmo_0006.jpg
Amelie_Mauresmo,occlusion,0.10000000,0,nan,1,Amelie_Mauresmo/Amelie_Mauresmo_0006.jpg
Amelie_Mauresmo,occlusion,0.15000000,0,nan,1,Amelie_Mauresmo/Amelie_Mauresmo_0006.jpg
Amelie_Mauresmo,occlusion,0.20000000,0,nan,1,Amelie_Mauresmo/Amelie_Mauresmo_0006.jpg
Amelie_Mauresmo,occlusion,0.25000000,0,nan,1,Amelie_Mauresmo/Amelie_Mauresmo_0006.jpg
Amelie_Mauresmo,occlusion,0.30000000,0,nan,1,Amelie_Mauresmo/Amelie_Mauresmo_0006.jpg
Ana_Guevara,gaussian,0.00000000,1,1.00000000,0,Ana_Guevara/Ana_Guevara_0006.jpg
Ana_Guevara,gaussian,0.02000000,1,0.99085426,0,Ana_Guevara/Ana_Guevara_0006.jpg
Ana_Guevara,gaussian,0.05000000,1,0.95730644,0,Ana_Guevara/Ana_Guevara_0006.jpg
Ana_Guevara,gaussian,0.10000000,1,0.90226078,0,Ana_Guevara/Ana_Guevara_0006.jpg
Ana_Guevara,gaussian,0.20000000,0,nan,1,Ana_Guevara/Ana_Guevara_0006.jpg
Ana_Guevara,gaussian,0.30000000,0,nan,1,Ana_Guevara/Ana_Guevara_0006.jpg
Ana_Guevara,brightness,1.00000000,1,1.00000000,0,Ana_Guevara/Ana_Guevara_0006.jpg
Ana_Guevara,brightness,0.90000000,1,0.99950272,0,Ana_Guevara/Ana_Guevara_0006.jpg
Ana_Guevara,brightness,0.80000000,1,0.99854302,0,Ana_Guevara/Ana_Guevara_0006.jpg
Ana_Guevara,brightness,0.65000000,1,0.99616635,0,Ana_Guevara/Ana_Guevara_0006.jpg
Ana_Guevara,brightness,0.50000000,1,0.99281991,0,Ana_Guevara/Ana_Guevara_0006.jpg
Ana_Guevara,brightness,0.35000000,1,0.98789394,0,Ana_Guevara/Ana_Guevara_0006.jpg
Ana_Guevara,rotation,0.00000000,1,1.00000000,0,Ana_Guevara/Ana_Guevara_0006.jpg
Ana_Guevara,rotation,3.00000000,1,0.99920756,0,Ana_Guevara/Ana_Guevara_0006.jpg
Ana_Guevara,rotation,6.00000000,1,0.99842370,0,Ana_Guevara/Ana_Guevara_0006.jpg
Ana_Guevara,rotation,10.00000000,1,0.99804467,0,Ana_Guevara/Ana_Guevara_0006.jpg
Ana_Guevara,rotation,15.00000000,1,0.99752760,0,Ana_Guevara/Ana_Guevara_0006.jpg
Ana_Guevara,rotation,20.00000000,1,0.99388671,0,Ana_Guevara/Ana_Guevara_0006.jpg
Ana_Guevara,blur,0.00000000,1,0.99776793,0,Ana_Guevara/Ana_Guevara_0006.jpg
Ana_Guevara,blur,1.00000000,1,0.99733913,0,Ana_Guevara/Ana_Guevara_0006.jpg
Ana_Guevara,blur,2.00000000,1,0.98214209,0,Ana_Guevara/Ana_Guevara_0006.jpg
Ana_Guevara,blur,3.00000000,1,0.94057256,0,Ana_Guevara/Ana_Guevara_0006.jpg
Ana_Guevara,blur,4.00000000,1,0.86189711,0,Ana_Guevara/Ana_Guevara_0006.jpg
Ana_Guevara,blur,5.00000000,1,0.77814114,0,Ana_Guevara/Ana_Guevara_0006.jpg
Ana_Guevara,occlusion,0.00000000,1,0.99893731,0,Ana_Guevara/Ana_Guevara_0006.jpg
Ana_Guevara,occlusion,0.10000000,0,0.44942340,0,Ana_Guevara/Ana_Guevara_0006.jpg
Ana_Guevara,occlusion,0.15000000,0,nan,1,Ana_Guevara/Ana_Guevara_0006.jpg
Ana_Guevara,occlusion,0.20000000,0,nan,1,Ana_Guevara/Ana_Guevara_0006.jpg
Ana_Guevara,occlusion,0.25000000,0,nan,1,Ana_Guevara/Ana_Guevara_0006.jpg
Ana_Guevara,occlusion,0.30000000,0,nan,1,Ana_Guevara/Ana_Guevara_0006.jpg
Ana_Palacio,gaussian,0.00000000,1,1.00000012,0,Ana_Palacio/Ana_Palacio_0006.jpg
Ana_Palacio,gaussian,0.02000000,1,0.97882468,0,Ana_Palacio/Ana_Palacio_0006.jpg
Ana_Palacio,gaussian,0.05000000,1,0.91379166,0,Ana_Palacio/Ana_Palacio_0006.jpg
Ana_Palacio,gaussian,0.10000000,1,0.83989763,0,Ana_Palacio/Ana_Palacio_0006.jpg
Ana_Palacio,gaussian,0.20000000,0,nan,1,Ana_Palacio/Ana_Palacio_0006.jpg
Ana_Palacio,gaussian,0.30000000,0,nan,1,Ana_Palacio/Ana_Palacio_0006.jpg
Ana_Palacio,brightness,1.00000000,1,1.00000012,0,Ana_Palacio/Ana_Palacio_0006.jpg
Ana_Palacio,brightness,0.90000000,1,0.99919188,0,Ana_Palacio/Ana_Palacio_0006.jpg
Ana_Palacio,brightness,0.80000000,1,0.99735540,0,Ana_Palacio/Ana_Palacio_0006.jpg
Ana_Palacio,brightness,0.65000000,1,0.99240291,0,Ana_Palacio/Ana_Palacio_0006.jpg
Ana_Palacio,brightness,0.50000000,1,0.98427653,0,Ana_Palacio/Ana_Palacio_0006.jpg
Ana_Palacio,brightness,0.35000000,1,0.97141469,0,Ana_Palacio/Ana_Palacio_0006.jpg
Ana_Palacio,rotation,0.00000000,1,1.00000012,0,Ana_Palacio/Ana_Palacio_0006.jpg
Ana_Palacio,rotation,3.00000000,1,0.99762058,0,Ana_Palacio/Ana_Palacio_0006.jpg
Ana_Palacio,rotation,6.00000000,1,0.99676204,0,Ana_Palacio/Ana_Palacio_0006.jpg
Ana_Palacio,rotation,10.00000000,1,0.99649858,0,Ana_Palacio/Ana_Palacio_0006.jpg
Ana_Palacio,rotation,15.00000000,1,0.99429393,0,Ana_Palacio/Ana_Palacio_0006.jpg
Ana_Palacio,rotation,20.00000000,1,0.99044591,0,Ana_Palacio/Ana_Palacio_0006.jpg
Ana_Palacio,blur,0.00000000,1,0.99597609,0,Ana_Palacio/Ana_Palacio_0006.jpg
Ana_Palacio,blur,1.00000000,1,0.99521399,0,Ana_Palacio/Ana_Palacio_0006.jpg
Ana_Palacio,blur,2.00000000,1,0.97159356,0,Ana_Palacio/Ana_Palacio_0006.jpg
Ana_Palacio,blur,3.00000000,1,0.92738301,0,Ana_Palacio/Ana_Palacio_0006.jpg
Ana_Palacio,blur,4.00000000,1,0.83249950,0,Ana_Palacio/Ana_Palacio_0006.jpg
Ana_Palacio,blur,5.00000000,0,0.71759307,0,Ana_Palacio/Ana_Palacio_0006.jpg
Ana_Palacio,occlusion,0.00000000,1,0.99872386,0,Ana_Palacio/Ana_Palacio_0006.jpg
Ana_Palacio,occlusion,0.10000000,0,nan,1,Ana_Palacio/Ana_Palacio_0006.jpg
Ana_Palacio,occlusion,0.15000000,0,nan,1,Ana_Palacio/Ana_Palacio_0006.jpg
Ana_Palacio,occlusion,0.20000000,0,nan,1,Ana_Palacio/Ana_Palacio_0006.jpg
Ana_Palacio,occlusion,0.25000000,0,nan,1,Ana_Palacio/Ana_Palacio_0006.jpg
Ana_Palacio,occlusion,0.30000000,0,nan,1,Ana_Palacio/Ana_Palacio_0006.jpg
Andre_Agassi,gaussian,0.00000000,1,0.99999988,0,Andre_Agassi/Andre_Agassi_0006.jpg
Andre_Agassi,gaussian,0.02000000,1,0.98451722,0,Andre_Agassi/Andre_Agassi_0006.jpg
Andre_Agassi,gaussian,0.05000000,1,0.91459394,0,Andre_Agassi/Andre_Agassi_0006.jpg
Andre_Agassi,gaussian,0.10000000,0,0.81377828,0,Andre_Agassi/Andre_Agassi_0006.jpg
Andre_Agassi,gaussian,0.20000000,0,nan,1,Andre_Agassi/Andre_Agassi_0006.jpg
Andre_Agassi,gaussian,0.30000000,0,nan,1,Andre_Agassi/Andre_Agassi_0006.jpg
Andre_Agassi,brightness,1.00000000,1,0.99999988,0,Andre_Agassi/Andre_Agassi_0006.jpg
Andre_Agassi,brightness,0.90000000,1,0.99879241,0,Andre_Agassi/Andre_Agassi_0006.jpg
Andre_Agassi,brightness,0.80000000,1,0.99678659,0,Andre_Agassi/Andre_Agassi_0006.jpg
Andre_Agassi,brightness,0.65000000,1,0.99027240,0,Andre_Agassi/Andre_Agassi_0006.jpg
Andre_Agassi,brightness,0.50000000,1,0.98118913,0,Andre_Agassi/Andre_Agassi_0006.jpg
Andre_Agassi,brightness,0.35000000,1,0.96517515,0,Andre_Agassi/Andre_Agassi_0006.jpg
Andre_Agassi,rotation,0.00000000,1,0.99999988,0,Andre_Agassi/Andre_Agassi_0006.jpg
Andre_Agassi,rotation,3.00000000,1,0.99604642,0,Andre_Agassi/Andre_Agassi_0006.jpg
Andre_Agassi,rotation,6.00000000,1,0.99397945,0,Andre_Agassi/Andre_Agassi_0006.jpg
Andre_Agassi,rotation,10.00000000,1,0.99483520,0,Andre_Agassi/Andre_Agassi_0006.jpg
Andre_Agassi,rotation,15.00000000,1,0.99255520,0,Andre_Agassi/Andre_Agassi_0006.jpg
Andre_Agassi,rotation,20.00000000,1,0.98667789,0,Andre_Agassi/Andre_Agassi_0006.jpg
Andre_Agassi,blur,0.00000000,1,0.99547714,0,Andre_Agassi/Andre_Agassi_0006.jpg
Andre_Agassi,blur,1.00000000,1,0.99411452,0,Andre_Agassi/Andre_Agassi_0006.jpg
Andre_Agassi,blur,2.00000000,1,0.95859122,0,Andre_Agassi/Andre_Agassi_0006.jpg
Andre_Agassi,blur,3.00000000,1,0.86775339,0,Andre_Agassi/Andre_Agassi_0006.jpg
Andre_Agassi,blur,4.00000000,0,0.74631971,0,Andre_Agassi/Andre_Agassi_0006.jpg
Andre_Agassi,blur,5.00000000,0,0.62185174,0,Andre_Agassi/Andre_Agassi_0006.jpg
Andre_Agassi,occlusion,0.00000000,1,0.99897218,0,Andre_Agassi/Andre_Agassi_0006.jpg
Andre_Agassi,occlusion,0.10000000,0,0.37983632,0,Andre_Agassi/Andre_Agassi_0006.jpg
Andre_Agassi,occlusion,0.15000000,0,nan,1,Andre_Agassi/Andre_Agassi_0006.jpg
Andre_Agassi,occlusion,0.20000000,0,nan,1,Andre_Agassi/Andre_Agassi_0006.jpg
Andre_Agassi,occlusion,0.25000000,0,nan,1,Andre_Agassi/Andre_Agassi_0006.jpg
Andre_Agassi,occlusion,0.30000000,0,nan,1,Andre_Agassi/Andre_Agassi_0006.jpg
Andy_Roddick,gaussian,0.00000000,1,1.00000000,0,Andy_Roddick/Andy_Roddick_0006.jpg
Andy_Roddick,gaussian,0.02000000,1,0.98641551,0,Andy_Roddick/Andy_Roddick_0006.jpg
Andy_Roddick,gaussian,0.05000000,1,0.91780734,0,Andy_Roddick/Andy_Roddick_0006.jpg
Andy_Roddick,gaussian,0.10000000,1,0.80734688,0,Andy_Roddick/Andy_Roddick_0006.jpg
Andy_Roddick,gaussian,0.20000000,0,nan,1,Andy_Roddick/Andy_Roddick_0006.jpg
Andy_Roddick,gaussian,0.30000000,0,nan,1,Andy_Roddick/Andy_Roddick_0006.jpg
Andy_Roddick,brightness,1.00000000,1,1.00000000,0,Andy_Roddick/Andy_Roddick_0006.jpg
Andy_Roddick,brightness,0.90000000,1,0.99907261,0,Andy_Roddick/Andy_Roddick_0006.jpg
Andy_Roddick,brightness,0.80000000,1,0.99662334,0,Andy_Roddick/Andy_Roddick_0006.jpg
Andy_Roddick,brightness,0.65000000,1,0.99058217,0,Andy_Roddick/Andy_Roddick_0006.jpg
Andy_Roddick,brightness,0.50000000,1,0.98318326,0,Andy_Roddick/Andy_Roddick_0006.jpg
Andy_Roddick,brightness,0.35000000,1,0.97017878,0,Andy_Roddick/Andy_Roddick_0006.jpg
Andy_Roddick,rotation,0.00000000,1,1.00000000,0,Andy_Roddick/Andy_Roddick_0006.jpg
Andy_Roddick,rotation,3.00000000,1,0.99562573,0,Andy_Roddick/Andy_Roddick_0006.jpg
Andy_Roddick,rotation,6.00000000,1,0.99338329,0,Andy_Roddick/Andy_Roddick_0006.jpg
Andy_Roddick,rotation,10.00000000,1,0.99384928,0,Andy_Roddick/Andy_Roddick_0006.jpg
Andy_Roddick,rotation,15.00000000,1,0.99003333,0,Andy_Roddick/Andy_Roddick_0006.jpg
Andy_Roddick,rotation,20.00000000,1,0.98079705,0,Andy_Roddick/Andy_Roddick_0006.jpg
Andy_Roddick,blur,0.00000000,1,0.99240720,0,Andy_Roddick/Andy_Roddick_0006.jpg
Andy_Roddick,blur,1.00000000,1,0.99033904,0,Andy_Roddick/Andy_Roddick_0006.jpg
Andy_Roddick,blur,2.00000000,1,0.94155955,0,Andy_Roddick/Andy_Roddick_0006.jpg
Andy_Roddick,blur,3.00000000,1,0.82754034,0,Andy_Roddick/Andy_Roddick_0006.jpg
Andy_Roddick,blur,4.00000000,1,0.70952547,0,Andy_Roddick/Andy_Roddick_0006.jpg
Andy_Roddick,blur,5.00000000,0,0.64245474,0,Andy_Roddick/Andy_Roddick_0006.jpg
Andy_Roddick,occlusion,0.00000000,1,0.99878716,0,Andy_Roddick/Andy_Roddick_0006.jpg
Andy_Roddick,occlusion,0.10000000,0,0.29182523,0,Andy_Roddick/Andy_Roddick_0006.jpg
Andy_Roddick,occlusion,0.15000000,0,nan,1,Andy_Roddick/Andy_Roddick_0006.jpg
Andy_Roddick,occlusion,0.20000000,0,nan,1,Andy_Roddick/Andy_Roddick_0006.jpg
Andy_Roddick,occlusion,0.25000000,0,nan,1,Andy_Roddick/Andy_Roddick_0006.jpg
Andy_Roddick,occlusion,0.30000000,0,nan,1,Andy_Roddick/Andy_Roddick_0006.jpg
Angela_Bassett,gaussian,0.00000000,1,1.00000000,0,Angela_Bassett/Angela_Bassett_0006.jpg
Angela_Bassett,gaussian,0.02000000,1,0.98578519,0,Angela_Bassett/Angela_Bassett_0006.jpg
Angela_Bassett,gaussian,0.05000000,1,0.93314183,0,Angela_Bassett/Angela_Bassett_0006.jpg
Angela_Bassett,gaussian,0.10000000,1,0.85221785,0,Angela_Bassett/Angela_Bassett_0006.jpg
Angela_Bassett,gaussian,0.20000000,0,nan,1,Angela_Bassett/Angela_Bassett_0006.jpg
Angela_Bassett,gaussian,0.30000000,0,nan,1,Angela_Bassett/Angela_Bassett_0006.jpg
Angela_Bassett,brightness,1.00000000,1,1.00000000,0,Angela_Bassett/Angela_Bassett_0006.jpg
Angela_Bassett,brightness,0.90000000,1,0.99903470,0,Angela_Bassett/Angela_Bassett_0006.jpg
Angela_Bassett,brightness,0.80000000,1,0.99708837,0,Angela_Bassett/Angela_Bassett_0006.jpg
Angela_Bassett,brightness,0.65000000,1,0.99243498,0,Angela_Bassett/Angela_Bassett_0006.jpg
Angela_Bassett,brightness,0.50000000,1,0.98540950,0,Angela_Bassett/Angela_Bassett_0006.jpg
Angela_Bassett,brightness,0.35000000,1,0.97509873,0,Angela_Bassett/Angela_Bassett_0006.jpg
Angela_Bassett,rotation,0.00000000,1,1.00000000,0,Angela_Bassett/Angela_Bassett_0006.jpg
Angela_Bassett,rotation,3.00000000,1,0.99675548,0,Angela_Bassett/Angela_Bassett_0006.jpg
Angela_Bassett,rotation,6.00000000,1,0.99685884,0,Angela_Bassett/Angela_Bassett_0006.jpg
Angela_Bassett,rotation,10.00000000,1,0.99628568,0,Angela_Bassett/Angela_Bassett_0006.jpg
Angela_Bassett,rotation,15.00000000,1,0.99231875,0,Angela_Bassett/Angela_Bassett_0006.jpg
Angela_Bassett,rotation,20.00000000,1,0.98765397,0,Angela_Bassett/Angela_Bassett_0006.jpg
Angela_Bassett,blur,0.00000000,1,0.99518454,0,Angela_Bassett/Angela_Bassett_0006.jpg
Angela_Bassett,blur,1.00000000,1,0.99370790,0,Angela_Bassett/Angela_Bassett_0006.jpg
Angela_Bassett,blur,2.00000000,1,0.95712370,0,Angela_Bassett/Angela_Bassett_0006.jpg
Angela_Bassett,blur,3.00000000,1,0.86636704,0,Angela_Bassett/Angela_Bassett_0006.jpg
Angela_Bassett,blur,4.00000000,0,0.69166815,0,Angela_Bassett/Angela_Bassett_0006.jpg
Angela_Bassett,blur,5.00000000,0,0.56285310,0,Angela_Bassett/Angela_Bassett_0006.jpg
Angela_Bassett,occlusion,0.00000000,1,0.99900872,0,Angela_Bassett/Angela_Bassett_0006.jpg
Angela_Bassett,occlusion,0.10000000,0,0.14742526,0,Angela_Bassett/Angela_Bassett_0006.jpg
Angela_Bassett,occlusion,0.15000000,0,0.14745702,0,Angela_Bassett/Angela_Bassett_0006.jpg
Angela_Bassett,occlusion,0.20000000,0,0.14842911,0,Angela_Bassett/Angela_Bassett_0006.jpg
Angela_Bassett,occlusion,0.25000000,0,0.15029472,0,Angela_Bassett/Angela_Bassett_0006.jpg
Angela_Bassett,occlusion,0.30000000,0,0.14153650,0,Angela_Bassett/Angela_Bassett_0006.jpg
Angelina_Jolie,gaussian,0.00000000,1,1.00000000,0,Angelina_Jolie/Angelina_Jolie_0006.jpg
Angelina_Jolie,gaussian,0.02000000,1,0.98776853,0,Angelina_Jolie/Angelina_Jolie_0006.jpg
Angelina_Jolie,gaussian,0.05000000,1,0.94489533,0,Angelina_Jolie/Angelina_Jolie_0006.jpg
Angelina_Jolie,gaussian,0.10000000,1,0.87673521,0,Angelina_Jolie/Angelina_Jolie_0006.jpg
Angelina_Jolie,gaussian,0.20000000,0,nan,1,Angelina_Jolie/Angelina_Jolie_0006.jpg
Angelina_Jolie,gaussian,0.30000000,0,nan,1,Angelina_Jolie/Angelina_Jolie_0006.jpg
Angelina_Jolie,brightness,1.00000000,1,1.00000000,0,Angelina_Jolie/Angelina_Jolie_0006.jpg
Angelina_Jolie,brightness,0.90000000,1,0.99916422,0,Angelina_Jolie/Angelina_Jolie_0006.jpg
Angelina_Jolie,brightness,0.80000000,1,0.99801362,0,Angelina_Jolie/Angelina_Jolie_0006.jpg
Angelina_Jolie,brightness,0.65000000,1,0.99555027,0,Angelina_Jolie/Angelina_Jolie_0006.jpg
Angelina_Jolie,brightness,0.50000000,1,0.99015617,0,Angelina_Jolie/Angelina_Jolie_0006.jpg
Angelina_Jolie,brightness,0.35000000,1,0.98189104,0,Angelina_Jolie/Angelina_Jolie_0006.jpg
Angelina_Jolie,rotation,0.00000000,1,1.00000000,0,Angelina_Jolie/Angelina_Jolie_0006.jpg
Angelina_Jolie,rotation,3.00000000,1,0.99622649,0,Angelina_Jolie/Angelina_Jolie_0006.jpg
Angelina_Jolie,rotation,6.00000000,1,0.99492192,0,Angelina_Jolie/Angelina_Jolie_0006.jpg
Angelina_Jolie,rotation,10.00000000,1,0.99411327,0,Angelina_Jolie/Angelina_Jolie_0006.jpg
Angelina_Jolie,rotation,15.00000000,1,0.99777436,0,Angelina_Jolie/Angelina_Jolie_0006.jpg
Angelina_Jolie,rotation,20.00000000,1,0.99188286,0,Angelina_Jolie/Angelina_Jolie_0006.jpg
Angelina_Jolie,blur,0.00000000,1,0.99268484,0,Angelina_Jolie/Angelina_Jolie_0006.jpg
Angelina_Jolie,blur,1.00000000,1,0.99055248,0,Angelina_Jolie/Angelina_Jolie_0006.jpg
Angelina_Jolie,blur,2.00000000,1,0.95526904,0,Angelina_Jolie/Angelina_Jolie_0006.jpg
Angelina_Jolie,blur,3.00000000,1,0.88488662,0,Angelina_Jolie/Angelina_Jolie_0006.jpg
Angelina_Jolie,blur,4.00000000,0,0.76471055,0,Angelina_Jolie/Angelina_Jolie_0006.jpg
Angelina_Jolie,blur,5.00000000,0,0.61437672,0,Angelina_Jolie/Angelina_Jolie_0006.jpg
Angelina_Jolie,occlusion,0.00000000,1,0.99884641,0,Angelina_Jolie/Angelina_Jolie_0006.jpg
Angelina_Jolie,occlusion,0.10000000,0,0.30862641,0,Angelina_Jolie/Angelina_Jolie_0006.jpg
Angelina_Jolie,occlusion,0.15000000,0,0.02735259,0,Angelina_Jolie/Angelina_Jolie_0006.jpg
Angelina_Jolie,occlusion,0.20000000,0,nan,1,Angelina_Jolie/Angelina_Jolie_0006.jpg
Angelina_Jolie,occlusion,0.25000000,0,nan,1,Angelina_Jolie/Angelina_Jolie_0006.jpg
Angelina_Jolie,occlusion,0.30000000,0,nan,1,Angelina_Jolie/Angelina_Jolie_0006.jpg
Ann_Veneman,gaussian,0.00000000,1,1.00000000,0,Ann_Veneman/Ann_Veneman_0006.jpg
Ann_Veneman,gaussian,0.02000000,1,0.99520892,0,Ann_Veneman/Ann_Veneman_0006.jpg
Ann_Veneman,gaussian,0.05000000,1,0.97100294,0,Ann_Veneman/Ann_Veneman_0006.jpg
Ann_Veneman,gaussian,0.10000000,1,0.92234159,0,Ann_Veneman/Ann_Veneman_0006.jpg
Ann_Veneman,gaussian,0.20000000,0,nan,1,Ann_Veneman/Ann_Veneman_0006.jpg
Ann_Veneman,gaussian,0.30000000,0,nan,1,Ann_Veneman/Ann_Veneman_0006.jpg
Ann_Veneman,brightness,1.00000000,1,1.00000000,0,Ann_Veneman/Ann_Veneman_0006.jpg
Ann_Veneman,brightness,0.90000000,1,0.99923229,0,Ann_Veneman/Ann_Veneman_0006.jpg
Ann_Veneman,brightness,0.80000000,1,0.99747491,0,Ann_Veneman/Ann_Veneman_0006.jpg
Ann_Veneman,brightness,0.65000000,1,0.99419981,0,Ann_Veneman/Ann_Veneman_0006.jpg
Ann_Veneman,brightness,0.50000000,1,0.98978168,0,Ann_Veneman/Ann_Veneman_0006.jpg
Ann_Veneman,brightness,0.35000000,1,0.98279077,0,Ann_Veneman/Ann_Veneman_0006.jpg
Ann_Veneman,rotation,0.00000000,1,1.00000000,0,Ann_Veneman/Ann_Veneman_0006.jpg
Ann_Veneman,rotation,3.00000000,1,0.99636471,0,Ann_Veneman/Ann_Veneman_0006.jpg
Ann_Veneman,rotation,6.00000000,1,0.99664760,0,Ann_Veneman/Ann_Veneman_0006.jpg
Ann_Veneman,rotation,10.00000000,1,0.99526489,0,Ann_Veneman/Ann_Veneman_0006.jpg
Ann_Veneman,rotation,15.00000000,1,0.99349642,0,Ann_Veneman/Ann_Veneman_0006.jpg
Ann_Veneman,rotation,20.00000000,1,0.99012321,0,Ann_Veneman/Ann_Veneman_0006.jpg
Ann_Veneman,blur,0.00000000,1,0.99174714,0,Ann_Veneman/Ann_Veneman_0006.jpg
Ann_Veneman,blur,1.00000000,1,0.99062198,0,Ann_Veneman/Ann_Veneman_0006.jpg
Ann_Veneman,blur,2.00000000,1,0.96620470,0,Ann_Veneman/Ann_Veneman_0006.jpg
Ann_Veneman,blur,3.00000000,1,0.89468026,0,Ann_Veneman/Ann_Veneman_0006.jpg
Ann_Veneman,blur,4.00000000,0,0.72025228,0,Ann_Veneman/Ann_Veneman_0006.jpg
Ann_Veneman,blur,5.00000000,0,0.56811720,0,Ann_Veneman/Ann_Veneman_0006.jpg
Ann_Veneman,occlusion,0.00000000,1,0.99925303,0,Ann_Veneman/Ann_Veneman_0006.jpg
Ann_Veneman,occlusion,0.10000000,0,0.36826208,0,Ann_Veneman/Ann_Veneman_0006.jpg
Ann_Veneman,occlusion,0.15000000,0,nan,1,Ann_Veneman/Ann_Veneman_0006.jpg
Ann_Veneman,occlusion,0.20000000,0,nan,1,Ann_Veneman/Ann_Veneman_0006.jpg
Ann_Veneman,occlusion,0.25000000,0,nan,1,Ann_Veneman/Ann_Veneman_0006.jpg
